,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BEGIN CH1_DATA,"LNA, H1",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, H1",,,,,,,,,BEGIN CH1_DATA,"LNA, H2",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, H2",,,,,,,,,BEGIN CH1_DATA,"LNA, V1",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, V1",,,,,,,,,BEGIN CH1_DATA,"LNA, V2",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, V2",,,,,,,,,,,,,,,,
16.219375,16219375000,-7.6682663,38.645947,-49.596447,81.786484,14.335744,123.02956,-16.125208,-133.65761,,16219375000,-7.6112685,41.998577,-52.131271,150.99309,49.771008,78.416313,-32.315636,177.18065,,16219375000,-5.6206746,67.067917,-55.17511,94.920563,14.257237,24.075647,-17.903969,-3.2849178,,16219375000,-5.5275211,69.21711,-53.919567,67.919968,48.361626,163.74983,-27.096161,-52.876789,,16219375000,-4.4985871,60.76997,-53.398323,88.121391,16.312973,-46.744312,-15.121907,-175.7187,,16219375000,-4.3991051,62.282227,-53.772842,57.129963,50.204788,162.96725,-21.971457,-176.93549,,16219375000,-3.0527904,77.699524,-52.701157,91.773872,15.320838,-32.388767,-15.496819,-158.02585,,16219375000,-3.2487612,78.567398,-55.187489,130.88779,53.434021,-117.87433,-20.773983,130.22203,,65.7614,,,,,,,
16.2275,16227500000,-9.8301773,27.157938,-75.6166,-123.78548,14.781099,100.24984,-16.353428,-144.83261,,16227500000,-9.318119,28.683615,-54.389011,-166.19971,50.263966,50.039143,-24.431429,168.67493,,16227500000,-6.6968999,59.287872,-55.312256,127.93417,14.679464,3.4621494,-17.293612,-13.977816,,16227500000,-6.5609117,60.344379,-62.353722,144.17494,48.83149,137.13388,-31.379303,-64.164444,,16227500000,-5.1563845,46.504688,-60.328033,73.060173,16.733183,-65.900681,-15.448171,173.45831,,16227500000,-5.0090108,47.32822,-60.977093,136.6051,50.606247,139.00417,-21.088259,161.75235,,16227500000,-3.3640635,65.517555,-62.809887,-149.20865,15.825017,-50.391155,-15.704696,-168.86205,,16227500000,-3.011009,67.387222,-53.618771,88.301056,53.925323,-141.61575,-33.156769,-151.48907,,65.7896,,,,,,,
16.235625,16235625000,-12.440375,17.947178,-78.812042,-91.231865,15.147645,77.164932,-16.426472,-154.02335,,16235625000,-12.867045,22.140772,-61.762352,45.852959,50.586407,21.668888,-25.095121,117.61433,,16235625000,-7.7952991,52.218338,-66.260506,-138.26239,15.031153,-17.452892,-16.579197,-26.332441,,16235625000,-8.3753252,54.755093,-55.590691,14.476764,49.217316,110.07972,-34.848705,32.531982,,16235625000,-5.9296613,30.014627,-61.870628,15.470696,17.182755,-85.838921,-15.994419,162.81122,,16235625000,-5.9615083,31.09832,-73.364929,-70.510681,51.039951,114.1991,-21.401525,154.91832,,16235625000,-3.8203588,52.273609,-55.670868,144.8148,16.338034,-68.847908,-16.019476,-178.72499,,16235625000,-3.8522811,53.531372,-73.928528,-107.36261,54.421185,-165.97194,-23.545734,153.82655,,65.8178,,,,,,,
16.24375,16243750000,-15.601384,11.406214,-53.733749,-168.89523,15.40008,54.162853,-16.973253,-163.95302,,16243750000,-17.801426,-8.402173,-50.940731,-161.72501,50.823612,-6.6709356,-19.246267,106.85225,,16243750000,-8.8947496,45.794678,-56.001793,168.33684,15.311488,-38.383354,-15.771242,-36.468044,,16243750000,-8.6951675,40.574638,-54.501442,-163.63782,49.511471,82.978981,-32.154987,-141.73282,,16243750000,-6.9112434,10.955265,-51.333637,146.35204,17.593388,-106.42511,-16.703115,151.53889,,16243750000,-6.1198053,2.5641079,-49.468529,172.78207,51.34634,88.851913,-15.631641,153.98001,,16243750000,-4.3718791,36.864563,-52.888603,157.9026,16.909998,-88.19014,-16.737068,170.66039,,16243750000,-3.2241237,39.250542,-52.657993,-166.31262,54.982048,168.5808,-21.245348,-156.44815,,65.846,,,,,,,
16.251875,16251875000,-19.496012,8.4450493,-63.527092,5.332746,15.558864,31.605976,-17.651373,-174.8383,,16251875000,-19.998856,-2.9962752,-59.822155,-68.19735,50.993568,-34.720154,-23.343103,123.0019,,16251875000,-10.167003,38.787952,-61.320953,-43.709919,15.519975,-59.097195,-15.231803,-46.693539,,16251875000,-9.0113668,43.394154,-53.038193,2.6120872,49.782715,55.934105,-24.08687,-73.240501,,16251875000,-8.1040916,-12.306137,-61.1926,-55.089436,17.919626,-127.16782,-17.430319,138.8824,,16251875000,-7.9487543,-13.100453,-66.676331,-129.52763,51.679012,63.403774,-20.200651,144.33939,,16251875000,-5.1939778,19.231562,-56.470982,106.00688,17.442072,-107.87251,-17.2236,158.51936,,16251875000,-5.3503418,23.945368,-60.899021,-24.032877,55.455585,143.22998,-28.922449,166.91216,,65.8742,,,,,,,
16.26,16260000000,-23.910746,5.2724414,-60.395218,104.7317,15.678196,9.2368555,-18.306816,173.8226,,16260000000,-21.668232,36.961433,-52.843307,-177.44862,51.135437,-62.791916,-26.688498,149.82826,,16260000000,-11.454023,30.942755,-58.178692,-93.184364,15.680017,-79.813057,-14.79871,-55.725349,,16260000000,-12.326339,36.217026,-54.350407,-176.66823,49.940086,29.252045,-27.153492,-41.877823,,16260000000,-9.1766005,-40.164425,-57.528206,80.176712,18.176655,-148.42166,-18.062866,125.67566,,16260000000,-9.4475031,-42.952614,-58.58717,-159.30759,51.90942,37.45063,-22.507124,135.15591,,16260000000,-6.1966214,-1.433526,-49.273647,-115.18408,17.946405,-128.49629,-17.728228,145.68962,,16260000000,-6.3249702,-8.6465292,-52.995438,-179.33871,55.927971,116.86025,-21.360907,106.61915,,65.9024,,,,,,,
16.268125,16268125000,-29.139177,-4.1117969,-63.67783,-4.0953078,15.765399,-12.88285,-19.231808,159.65698,,16268125000,-32.186996,27.192253,-53.491985,-19.984526,51.23484,-90.440521,-38.752335,107.53161,,16268125000,-12.765472,19.908939,-53.375561,23.192598,15.802114,-100.26155,-14.42488,-63.939682,,16268125000,-12.873771,19.424501,-60.896194,15.392542,50.086224,2.6071451,-36.023815,-10.823035,,16268125000,-9.6399441,-70.826286,-57.22662,-26.692558,18.327644,-169.75122,-18.582272,111.26401,,16268125000,-9.5762205,-70.557304,-70.414429,2.7981303,52.01638,11.622089,-21.040165,140.92107,,16268125000,-7.1801314,-25.912422,-67.278145,-112.01383,18.358076,-149.59845,-18.340115,132.55885,,16268125000,-6.7483678,-23.862139,-55.59272,19.798422,56.260738,90.097992,-17.955849,161.08467,,65.9306,,,,,,,
16.27625,16276250000,-31.905659,-44.282734,-57.510731,-48.645573,15.873679,-35.060024,-20.227764,147.32141,,16276250000,-26.857306,-78.44117,-54.450356,-132.39467,51.343418,-118.33472,-20.006075,120.78802,,16276250000,-13.933897,4.4427252,-60.117767,-21.431477,15.925963,-120.81625,-14.210773,-72.785797,,16276250000,-14.272644,10.109518,-58.227207,10.719832,50.211277,-24.149714,-28.099903,-28.433411,,16276250000,-9.3139534,-100.02072,-54.760002,-103.45023,18.418566,168.86798,-19.106327,95.839996,,16276250000,-9.8470707,-94.349785,-52.743855,-100.91957,52.084419,-14.174804,-22.352438,172.52623,,16276250000,-7.8976297,-53.375771,-70.445877,32.533237,18.688854,-171.13904,-18.868423,118.24182,,16276250000,-8.5319977,-54.61797,-57.73616,-46.380924,56.510025,62.860088,-24.458107,88.193436,,65.9588,,,,,,,
16.284375,16284375000,-27.274796,-92.25914,-53.441624,130.97342,15.919445,-57.116871,-21.623892,131.65392,,16284375000,-23.210615,-109.18456,-58.246647,-69.492683,51.396473,-145.99545,-23.55797,107.0648,,16284375000,-15.219445,-15.296861,-67.305,68.961571,15.998232,-141.18353,-13.850027,-81.459793,,16284375000,-15.141351,-10.408978,-65.950264,39.680321,50.309856,-50.839607,-29.529709,-55.245564,,16284375000,-8.7204466,-126.40361,-54.844204,134.8436,18.380823,147.9695,-19.976574,79.859375,,16284375000,-8.7430277,-136.88708,-51.219517,93.454933,52.016674,-39.446602,-24.276911,92.431625,,16284375000,-8.261735,-82.139313,-69.277847,-130.46156,18.902071,167.24904,-19.710138,103.93799,,16284375000,-6.8989725,-90.631126,-53.330013,108.39325,56.624882,35.649113,-18.144638,112.21849,,65.987,,,,,,,
16.2925,16292500000,-21.48971,-116.92603,-60.791447,-2.7759655,15.996548,-79.214386,-23.128912,114.80662,,16292500000,-17.652565,-136.27715,-54.34042,-33.087372,51.465572,-173.50337,-23.217564,82.36425,,16292500000,-15.984585,-41.36768,-64.712524,-80.965927,16.108397,-161.71529,-13.601671,-89.653458,,16292500000,-13.81566,-56.593151,-51.998173,-61.831429,50.363731,-77.360161,-33.873024,75.340279,,16292500000,-7.9319386,-148.14244,-78.593735,-90.962753,18.36994,127.65376,-20.326483,62.068192,,16292500000,-7.9223733,-142.9272,-59.686081,-34.102524,51.986607,-64.469574,-20.660856,131.30634,,16292500000,-8.1747904,-109.73528,-51.454651,-43.66787,19.020136,146.09746,-20.394846,86.628609,,16292500000,-8.2114439,-100.72263,-60.340496,-60.834118,56.72686,8.7416134,-20.715662,177.12166,,66.0152,,,,,,,
16.300625,16300625000,-17.239616,-132.63499,-54.105869,88.833466,15.977016,-101.35567,-24.607821,92.829597,,16300625000,-15.624091,-117.9535,-55.728718,130.05292,51.425148,158.58403,-21.180058,120.88755,,16300625000,-15.712188,-72.152756,-52.876663,29.474117,16.10491,177.85249,-13.543094,-98.089279,,16300625000,-15.323022,-58.137287,-56.584148,117.97738,50.374321,-104.14973,-29.989544,-107.47578,,16300625000,-7.3279324,-166.6692,-54.363972,-30.306988,18.289318,107.77923,-20.631308,44.144394,,16300625000,-7.6188707,-164.39934,-63.654648,71.454605,51.914074,-88.84269,-21.881931,134.13518,,16300625000,-7.7076759,-134.01334,-61.275871,21.225042,19.053801,125.20306,-20.696053,69.571274,,16300625000,-7.8754835,-135.57404,-68.329071,130.50032,56.76149,-17.358706,-30.696754,136.2908,,66.0434,,,,,,,
16.30875,16308750000,-13.583859,-146.01735,-60.634464,101.7531,15.972398,-123.48985,-25.360104,65.826729,,16308750000,-12.614437,-151.53281,-55.484924,77.887238,51.378235,130.9039,-26.928062,78.835564,,16308750000,-14.026413,-101.77773,-53.203918,83.469093,16.140043,157.41154,-13.509646,-105.82885,,16308750000,-13.658204,-104.13845,-62.741913,20.561953,50.418995,-130.6564,-29.122982,-48.599392,,16308750000,-6.6471887,178.40553,-60.624329,123.58485,18.285221,88.192421,-20.478407,26.365417,,16308750000,-6.4019423,179.95595,-62.481915,5.0504656,51.911846,-112.83408,-22.529615,114.46526,,16308750000,-7.0538974,-155.11174,-59.627899,82.963631,19.094439,104.90298,-20.853619,51.018982,,16308750000,-5.8779821,-151.20506,-55.197132,-47.631912,56.780979,-43.011936,-26.221155,82.187004,,66.0716,,,,,,,
16.316875,16316875000,-11.154683,-157.58487,-51.780628,-19.427382,15.820624,-145.364,-25.03023,33.937775,,16316875000,-11.443569,-158.17455,-59.53495,70.614258,51.233639,103.42116,-27.780289,125.06768,,16316875000,-12.168273,-124.21871,-54.727505,-36.608238,16.036686,137.30621,-13.540078,-113.31069,,16316875000,-12.495183,-126.89043,-56.464504,20.758986,50.309696,-156.92516,-26.142769,-78.052757,,16316875000,-6.3334455,165.13995,-52.765175,0.74494815,18.254543,69.103897,-20.046682,10.466639,,16316875000,-6.0638728,164.27176,-55.94096,15.927475,51.866726,-136.2122,-25.885967,130.86545,,16316875000,-6.6216826,-172.12035,-64.877831,147.39421,19.103001,84.976471,-20.568014,32.290199,,16316875000,-5.6520557,-168.21841,-51.354118,37.670811,56.746796,-68.279495,-20.250717,57.960228,,66.0998,,,,,,,
16.325,16325000000,-9.1470118,-168.54022,-74.971733,-5.3202076,15.65612,-166.97482,-23.918121,10.230003,,16325000000,-9.0138245,-164.79204,-58.199722,49.036629,51.027645,76.34716,-23.498562,99.529938,,16325000000,-10.21957,-141.94281,-55.909016,55.952419,15.949227,117.2498,-13.616298,-121.63216,,16325000000,-10.43448,-138.38638,-56.014038,18.470976,50.239326,176.82732,-29.002625,-110.95822,,16325000000,-6.1451516,154.41647,-55.277264,108.78911,18.293036,50.254391,-19.685818,-4.4280515,,16325000000,-6.2900128,154.41229,-64.799728,23.448811,51.949635,-159.7193,-21.89777,125.19215,,16325000000,-6.2392344,173.54312,-82.159454,-144.70752,19.133852,65.605118,-20.390779,16.727736,,16325000000,-6.7059946,171.0639,-56.157967,0.13882884,56.782204,-92.688797,-25.69986,-156.47404,,66.128,,,,,,,
16.333125,16333125000,-7.7281923,-179.67131,-63.549576,154.15262,15.459805,171.81252,-22.655775,-12.2546,,16333125000,-8.5217314,179.36073,-55.020588,-101.85623,50.843899,49.616661,-33.466621,116.89959,,16333125000,-8.7988281,-156.98846,-59.48835,-151.61038,15.846488,97.499969,-13.684789,-130.10809,,16333125000,-8.1123028,-154.95262,-56.038132,-11.470662,50.078934,151.13811,-32.93211,-36.314346,,16333125000,-6.2292647,144.18556,-52.228352,2.3193355,18.400845,31.364433,-19.334171,-20.619028,,16333125000,-6.3600974,143.94456,-68.379372,107.77116,52.072037,176.87503,-22.917156,110.81239,,16333125000,-6.2143769,161.04108,-57.413841,-118.7107,19.252867,46.228874,-20.364023,0.93202668,,16333125000,-6.4730878,173.97951,-52.796623,-56.164165,56.8661,-117.57468,-18.25177,121.85217,,66.1562,,,,,,,
16.34125,16341250000,-6.6589313,168.98482,-60.116974,-150.1711,15.2434,151.21666,-21.323185,-30.620705,,16341250000,-6.9706192,169.85387,-62.467945,-49.365047,50.596134,23.698668,-28.342688,99.10984,,16341250000,-7.6311636,-171.20236,-56.080315,-55.575275,15.708342,78.179153,-13.884527,-138.10629,,16341250000,-7.5129018,-172.16196,-62.058933,-51.687614,49.952507,125.78127,-27.475754,-50.393387,,16341250000,-6.4247742,134.88989,-51.702076,-115.59266,18.55764,12.523388,-18.976246,-32.382748,,16341250000,-5.5583019,132.64145,-55.30582,-85.407578,52.270462,153.37305,-26.568808,93.921562,,16341250000,-6.2188249,149.33049,-54.605682,-42.627048,19.399223,27.231174,-19.791319,-15.259963,,16341250000,-4.9406338,159.57063,-53.786144,-54.778934,57.087879,-141.48225,-19.253147,63.510899,,66.1844,,,,,,,
16.349375,16349375000,-5.7702713,158.49091,-63.098122,-131.06625,14.989087,130.97823,-20.08392,-46.507755,,16349375000,-5.3207974,156.60048,-55.052639,112.3765,50.339275,-1.9286407,-34.008583,45.698135,,16349375000,-6.6355371,176.28755,-55.385521,87.029572,15.513047,59.124283,-14.209112,-146.27184,,16349375000,-6.9405417,-179.39677,-57.444347,-155.43628,49.74609,100.76398,-35.528156,-95.104004,,16349375000,-6.583271,126.9678,-53.439472,86.165932,18.710382,-6.634006,-18.434933,-47.033569,,16349375000,-7.3062816,136.30161,-51.762371,124.13015,52.437386,129.85521,-18.044155,91.688431,,16349375000,-6.2798896,139.53853,-51.9907,114.67231,19.554123,7.9936247,-19.207558,-29.63888,,16349375000,-8.2538214,149.57434,-52.87183,98.642349,57.222797,-166.19591,-16.519945,118.23134,,66.2126,,,,,,,
16.3575,16357500000,-5.0666661,148.60216,-58.81205,63.289688,14.750566,111.61002,-19.013678,-58.796181,,16357500000,-5.1103592,150.22464,-75.764763,-0.97162622,50.103085,-26.557808,-28.923492,77.573128,,16357500000,-5.8479905,165.26366,-57.316967,7.6413321,15.326991,40.794991,-14.704181,-154.54831,,16357500000,-5.8083277,166.60699,-68.897469,-179.11115,49.585632,76.343033,-28.225225,-49.543571,,16357500000,-6.9616308,120.48883,-61.119415,-51.940258,18.888647,-25.677481,-17.983524,-57.506855,,16357500000,-7.6704922,121.89343,-55.287598,-130.07466,52.621498,105.97996,-21.254517,98.7808,,16357500000,-6.5993609,130.94821,-65.822182,63.080261,19.766838,-11.112504,-18.749212,-41.906605,,16357500000,-6.7641964,130.6741,-67.296181,-119.29224,57.463253,168.82111,-26.480373,124.70233,,66.2408,,,,,,,
16.365625,16365625000,-4.5669641,139.45409,-67.483398,-61.061214,14.581775,92.444359,-18.034418,-71.300522,,16365625000,-4.475944,140.94177,-60.327816,-41.867329,49.927441,-50.958057,-30.498272,77.237175,,16365625000,-5.2527728,154.86154,-57.085316,-84.917442,15.204542,22.748932,-15.169682,-162.73592,,16365625000,-5.0940723,156.49495,-55.830647,-113.8653,49.448269,52.166271,-24.721657,-51.959991,,16365625000,-7.3747506,115.92963,-58.918221,-32.770679,19.122002,-45.372967,-17.722757,-68.063004,,16365625000,-7.6470022,118.65686,-54.464497,-76.922615,52.86821,81.548592,-21.166399,79.828133,,16365625000,-6.9302979,124.5968,-61.703495,-25.838085,20.012686,-30.620636,-18.257494,-54.118507,,16365625000,-7.1440539,126.26874,-63.932243,-105.31548,57.737377,143.66032,-25.999315,89.344086,,66.269,,,,,,,
16.37375,16373750000,-4.2188249,130.61336,-55.872322,-146.27135,14.408951,73.946983,-17.110609,-82.873726,,16373750000,-4.2009997,131.39702,-61.584538,-1.9738139,49.814297,-75.022331,-30.971498,53.207909,,16373750000,-4.747447,145.59883,-55.938671,5.5539598,15.066758,5.1750865,-15.617521,-171.16786,,16373750000,-4.5888343,146.84657,-56.750729,-1.2093934,49.306084,28.571268,-24.801247,-48.752407,,16373750000,-7.8525653,112.88736,-58.488377,-97.437614,19.263664,-64.963051,-17.456215,-78.746567,,16373750000,-8.1999407,116.44025,-53.942303,59.729561,53.031456,57.133347,-19.932068,87.511879,,16373750000,-7.3941598,119.6657,-63.185047,-30.463087,20.24737,-50.313587,-17.754421,-65.610153,,16373750000,-7.1897292,124.26478,-58.273403,-53.487843,57.996948,118.22406,-23.963095,69.875717,,66.2972,,,,,,,
16.381875,16381875000,-3.9955544,121.85201,-55.035141,59.330502,14.37573,55.409874,-16.801775,-92.828728,,16381875000,-4.183321,121.85384,-57.879688,18.592562,49.767796,-98.909622,-28.346859,83.215111,,16381875000,-4.4674516,136.60986,-55.493607,68.547516,15.034353,-12.405665,-16.362236,178.27728,,16381875000,-4.2861185,137.23878,-60.141613,42.639549,49.274578,4.9665308,-25.649057,-60.954643,,16381875000,-8.1610804,110.68488,-55.442493,34.200008,19.448116,-85.059525,-17.476349,-88.581512,,16381875000,-8.3291206,113.72162,-63.053772,119.18992,53.233585,32.273632,-22.28796,82.066551,,16381875000,-7.9135852,115.44624,-55.131035,56.446568,20.492516,-70.366348,-17.729391,-75.1101,,16381875000,-7.0564799,118.99138,-59.293793,-25.388823,58.283154,92.404594,-32.528675,53.004131,,66.3254,,,,,,,
16.39,16390000000,-3.9123826,112.99906,-59.819057,-171.92519,14.339556,37.246277,-16.343046,-103.898,,16390000000,-3.7726188,117.57586,-55.072971,-87.237961,49.80941,-122.63333,-23.892157,44.985882,,16390000000,-4.3385568,128.1265,-54.780293,-118.45279,14.980696,-29.607962,-16.937189,168.16783,,16390000000,-4.6070399,132.41502,-52.833008,-128.79233,49.234119,-18.167656,-27.088335,-24.541431,,16390000000,-8.4506407,109.72536,-55.204391,-60.891895,19.529873,-105.01219,-17.476803,-97.99015,,16390000000,-7.9779196,110.98406,-64.008568,88.704079,53.322426,7.4778457,-24.2855,66.904175,,16390000000,-8.3938322,113.90301,-57.429832,-90.144829,20.688351,-90.674332,-17.618471,-85.307327,,16390000000,-8.800766,104.59805,-57.603653,-95.74601,58.450321,66.146309,-26.362993,123.01399,,66.3536,,,,,,,
16.398125,16398125000,-3.9109933,104.46529,-60.450024,99.561333,14.356511,18.999121,-15.909161,-114.51702,,16398125000,-4.4971685,104.76492,-52.929569,87.077095,49.817898,-146.33257,-23.114519,73.292297,,16398125000,-4.2188659,119.46289,-51.709988,113.29881,14.977635,-46.870922,-17.790203,157.92673,,16398125000,-4.0847225,117.88997,-54.690556,89.219963,49.221443,-41.672192,-27.886395,-97.819778,,16398125000,-8.2964888,108.11405,-54.54771,156.18367,19.572353,-125.20835,-17.392212,-107.69282,,16398125000,-7.9423485,105.96119,-60.449276,71.534882,53.336109,-17.446934,-25.384056,92.035538,,16398125000,-8.597867,112.63877,-72.5802,140.96936,20.786995,-111.11973,-17.437637,-96.745941,,16398125000,-7.4746542,124.29543,-54.874783,129.32571,58.5672,39.801388,-25.296455,-2.0140166,,66.3818,,,,,,,
16.40625,16406250000,-3.9304147,95.852753,-59.118233,124.55149,14.471825,0.67237747,-15.696912,-124.25488,,16406250000,-4.042748,97.113144,-66.6278,133.98499,49.987541,-170.49428,-26.466036,54.876202,,16406250000,-4.1806731,111.13808,-66.579659,-81.899071,15.055383,-64.089935,-18.915813,147.22937,,16406250000,-4.1133976,111.10284,-58.343624,135.31604,49.281437,-64.789047,-27.360992,-86.39872,,16406250000,-7.970665,105.78841,-51.165726,133.18738,19.584301,-145.04538,-17.435167,-116.71705,,16406250000,-8.0018435,103.2589,-57.450947,80.398506,53.352089,-41.913765,-22.025171,78.09964,,16406250000,-8.5236664,112.18262,-68.084213,150.17894,20.898085,-131.59415,-17.424931,-105.94586,,16406250000,-8.7104788,106.95059,-58.40432,21.388786,58.631393,13.620579,-23.531208,107.10625,,66.41,,,,,,,
16.414375,16414375000,-4.0968957,87.116638,-55.664032,-99.477867,14.651931,-17.602324,-15.702403,-134.61888,,16414375000,-4.1356611,87.86956,-51.137531,-122.93983,50.150986,165.57315,-24.111141,38.930161,,16414375000,-4.2264457,103.07174,-56.996597,-164.66257,15.180829,-81.201202,-19.819584,131.86877,,16414375000,-4.1187582,103.74975,-50.190136,-145.80856,49.415737,-88.022766,-32.534115,-78.267014,,16414375000,-7.6112332,102.42229,-56.347435,-97.330849,19.584188,-164.58966,-17.828585,-125.31664,,16414375000,-7.3954196,103.45039,-52.009518,-127.57003,53.353142,-66.361076,-24.188398,85.556496,,16414375000,-8.1394901,110.38829,-54.655975,-152.10387,20.936661,-151.6772,-17.682962,-115.33028,,16414375000,-8.0001717,113.15774,-54.793713,-140.3718,58.645161,-12.420778,-24.67695,151.20918,,66.4382,,,,,,,
16.4225,16422500000,-4.350852,78.673538,-54.774525,-6.3540235,14.882066,-36.124031,-15.877426,-143.25002,,16422500000,-4.3262897,80.409996,-62.067417,-80.823715,50.376526,141.30154,-25.871241,34.624214,,16422500000,-4.3429513,95.20858,-58.181267,-93.54657,15.326986,-98.464172,-21.21924,115.60475,,16422500000,-4.3543439,95.709366,-57.691223,53.675518,49.546722,-111.27646,-26.073917,-86.789078,,16422500000,-7.2228947,97.64962,-54.439991,19.101229,19.568205,176.10423,-18.189526,-133.15823,,16422500000,-7.2909465,96.844528,-56.339622,11.66979,53.320633,-90.385773,-27.311617,71.023941,,16422500000,-7.7250299,107.85238,-63.005035,-47.982288,20.946707,-171.66646,-17.963312,-122.70018,,16422500000,-7.7984042,103.85648,-52.213886,-21.587818,58.639652,-38.303795,-32.015221,-150.57593,,66.4664,,,,,,,
16.430625,16430625000,-4.7402458,69.453827,-56.221855,1.3230443,15.164769,-54.993649,-15.978763,-154.70163,,16430625000,-4.8314896,71.965111,-60.321701,25.177441,50.641945,116.72796,-26.829634,33.701382,,16430625000,-4.5428925,87.367767,-61.239101,14.496861,15.538691,-115.87025,-22.092953,97.509766,,16430625000,-4.4950523,87.04071,-55.3927,109.14033,49.753628,-134.72946,-25.132231,-91.090179,,16430625000,-6.9404655,91.774231,-54.201614,-13.273061,19.570271,157.16098,-18.719353,-142.71249,,16430625000,-7.2006626,92.731575,-61.160057,-37.634666,53.307316,-114.02127,-23.560963,67.035332,,16430625000,-7.3271856,103.39335,-70.728462,-61.054707,20.951077,168.74619,-18.303656,-132.89691,,16430625000,-7.6036506,102.39429,-62.151066,-13.905901,58.600552,-63.560299,-32.164982,91.077042,,66.4946,,,,,,,
16.43875,16438750000,-5.2687526,59.705032,-60.340897,36.948383,15.458166,-74.357491,-16.3155,-165.35333,,16438750000,-5.4598265,61.799397,-61.155312,90.437248,50.905277,91.679703,-25.576897,23.25362,,16438750000,-4.9043694,78.969345,-54.242897,40.784363,15.765494,-133.66525,-22.554449,76.377174,,16438750000,-4.8981819,79.928406,-71.66349,165.50015,49.967033,-158.45093,-26.744059,-74.615532,,16438750000,-6.8595982,83.7911,-60.697269,171.98912,19.607761,138.1319,-19.381987,-151.08199,,16438750000,-7.038794,81.662621,-57.617229,77.801987,53.312981,-137.65559,-22.465752,59.731739,,16438750000,-7.0761108,97.52169,-55.854572,89.235756,20.957405,149.3183,-19.026949,-142.88318,,16438750000,-6.7090917,95.363953,-60.487659,103.35665,58.547153,-88.60437,-30.791739,119.91041,,66.5228,,,,,,,
